P086	0.7676279,0.712493,0.82234836,0.4278996,0.24255672,0.37383625,0.4375027,0.5029798,0.40410045,0.89888066
P072	0.8872134,0.9987724,2.0224e-05,0.46257064,0.9996916,0.012535781,0.99992347,0.99977094,1.0819864e-05,0.3435701
P091	1.0,9.819175e-28,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
P112	0.6911694,0.69385964,0.9418001,0.5049429,0.20940399,0.375422,0.50045884,0.7885717,0.4866048,0.89331126
P093	0.59034324,0.49586067,0.790157,0.49801803,0.32283986,0.31801873,0.4323443,0.7978941,0.43296197,0.64903796
P094	0.59872466,0.5152002,0.6785133,0.49151632,0.4384026,0.26793534,0.42673007,0.7515129,0.38630176,0.60688007
P073	1.0,1.8696224e-22,1.0,1.0,1.0,1.0,0.0,1.0,1.0,8.2566936e-35
P079	0.63335365,0.5371781,0.7061554,0.46810552,0.378291,0.2609902,0.3543327,0.72535604,0.42856818,0.6828937
P111	1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
P089	0.7141881,0.77572036,0.8609618,0.45803064,0.27906036,0.17091778,0.4953056,0.68348914,0.4206407,0.9159652
P064	1.0,1.611468e-31,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
